,公司統一編號,公司名稱,分公司統一編號,分公司名稱,分公司地址,分公司狀態,分公司核准設立日期,分公司最後核准變更日期
1221,22555003,統一超商股份有限公司,1846195,台北市第一七０分公司,臺北市士林區文林路一六九號一樓,1,0781127,       
1222,22555003,統一超商股份有限公司,16080140,台北巿第三四二分公司,臺北市松山區健康路224號１樓,1,0860419,0990901
1224,22555003,統一超商股份有限公司,16080161,台北縣第２５６分公司,新北市三峽區鳶山里十二鄰中山路１８６號１樓,1,0860419,1040713
1225,22555003,統一超商股份有限公司,16080177,新竹市第２６分公司,新竹市民富里７鄰北大路３４２號,1,0860419,1040716
1228,22555003,統一超商股份有限公司,16080253,高雄巿第１５２分公司,高雄市小港區鳳源里鳳林路181、183號1樓,1,0860419,0990330
1229,22555003,統一超商股份有限公司,16080269,高雄巿第１５１分公司,高雄市前鎮區草衙里后安路１４６號１樓,1,0860419,0860419
1230,22555003,統一超商股份有限公司,16080275,桃園縣第４５分公司,桃園市蘆竹區南山路三段306、308號1樓,1,0860419,0991004
1232,22555003,統一超商股份有限公司,16080296,高雄巿第３５分公司,高雄市左營區新下里華夏路２５６號１樓,1,0860419,0860419
1233,22555003,統一超商股份有限公司,16080303,台南市第七十分公司,臺南市新化區協興里中山路624、626號1樓,1,0860419,1021227
1234,22555003,統一超商股份有限公司,16080319,宜蘭縣第6分公司,宜蘭縣羅東鎮南昌街53巷6-3號1樓,1,0860419,1000131
1235,22555003,統一超商股份有限公司,16080325,台南市第九十分公司,臺南市新營區民治東路1號1樓,1,0860419,1000802
1238,22555003,統一超商股份有限公司,16080351,苗栗縣第１１分公司,苗栗縣頭份市忠孝里十二鄰信東路１５８號,1,0860419,1040716
1239,22555003,統一超商股份有限公司,16080423,台中巿第一一五分公司,臺中市西屯區西墩里黎明路3段348號1樓,1,0860422,1010831
1240,22555003,統一超商股份有限公司,16080438,屏東縣第２３分公司,屏東縣麟洛鄉中山路166、166-1、166-2號1樓,1,0860422,1001101
1243,22555003,統一超商股份有限公司,16081133,台北縣第二五七分公司,新北市三重區光復路一段82號1樓,1,0860429,0990812
1246,22555003,統一超商股份有限公司,16081730,台北縣第２６０分公司,新北市新店區寶慶街66號,1,0860508,1070906
1248,22555003,統一超商股份有限公司,16081751,桃園縣第９２分公司,桃園市桃園區力行路156號1樓,1,0860508,1040713
1249,22555003,統一超商股份有限公司,16081767,台南巿第１００分公司,臺南市東區路東里大同路二段九十五–３號１樓,1,0860508,0860508
1250,22555003,統一超商股份有限公司,16082040,台南市第九十九分公司,臺南市安南區城中里安中路５９９號１樓,1,0860513,0860513
1253,22555003,統一超商股份有限公司,16082148,台北巿第二二四分公司,臺北市中山區民權東路3段71、73號1樓,1,0860515,1000920
1255,22555003,統一超商股份有限公司,16082169,彰化縣第三分公司,彰化縣二水鄉員集路4段6、8、10號1樓,1,0860515,1010829
1256,22555003,統一超商股份有限公司,16082175,台北巿第２３３分公司,臺北市南港區東新街80巷1號1樓、108巷2弄30號1樓,1,0860515,1070906
1258,22555003,統一超商股份有限公司,16082196,高雄市第三三四分公司,高雄市鳳山區武漢里武慶二路52、54號１樓,1,0860515,1000215
1262,22555003,統一超商股份有限公司,16082787,台北巿第３４３分公司,臺北市中山區民生東路二段157號,1,0860522,1070907
1263,22555003,統一超商股份有限公司,16082793,屏東縣第２５分公司,屏東縣內埔鄉南寧路19、21號1樓,1,0860522,1080705
1265,22555003,統一超商股份有限公司,16083391,嘉義巿第２９分公司,嘉義市西區福全里三十四鄰八德路七十三號,1,0860531,0860702
1266,22555003,統一超商股份有限公司,16083408,台中市第一０三分公司,臺中市霧峰區坑口里中正路563、563-1號1樓,1,0860531,1000607
1268,22555003,統一超商股份有限公司,16083603,台北縣第２６３分公司,新北市板橋區國慶路151號1樓,1,0860603,1040713
1269,22555003,統一超商股份有限公司,16083619,台北縣第２６４分公司,新北市樹林區三福街39、41號1樓,1,0860603,0990401
1272,22555003,統一超商股份有限公司,16083701,台北縣第二六七分公司,新北市樹林區樹林市三俊街172號1樓,1,0860604,0990914
1273,22555003,統一超商股份有限公司,16083717,新北市第二六八分公司,新北市樹林區光華街2、4、6號1樓,1,0860604,1000124
1274,22555003,統一超商股份有限公司,16083723,台北巿第２３７分公司,臺北市信義區吳興街257、259號1樓,1,0860604,1070905
1275,22555003,統一超商股份有限公司,16083738,台北巿第２１３分公司,臺北市中山區伊通街30號1樓,1,0860604,1080717
1279,22555003,統一超商股份有限公司,16083771,台中巿第一一七分公司,臺中市東區自由路三段２２６號１樓、進德路七十七號１樓,1,0860604,1010831
1280,22555003,統一超商股份有限公司,16083786,台中巿第一一八分公司,臺中市南區復興路三段138、140號1樓,1,0860604,1000218
1282,22555003,統一超商股份有限公司,16084011,高雄市第四四八分公司,高雄市旗山區瑞吉里延平一路446號1樓,1,0860606,1000617
1283,22555003,統一超商股份有限公司,16084238,台南縣第五十二分公司,臺南市仁德區二行村二仁路1段151號1樓,1,0860611,0960726
1285,22555003,統一超商股份有限公司,16084259,高雄巿第十一分公司,高雄市三民區寶玉里大豐二路348、350、352號1樓,1,0860611,1000324
1287,22555003,統一超商股份有限公司,16084271,高雄市第三三五分公司,高雄市鳳山區鎮南里五甲二路744號1樓,1,0860611,1000217
1288,22555003,統一超商股份有限公司,16084547,台北縣第２７１分公司,新北市中和區中和路257號,1,0860612,1040713
1289,22555003,統一超商股份有限公司,16084552,桃園縣第８８分公司,桃園市中壢區自強里十五鄰環中東路８號,1,0860612,1040715
1291,22555003,統一超商股份有限公司,16084574,台南市第6分公司,臺南市南區夏林路1-16、1-17號1樓,1,0860612,0990810
1292,22555003,統一超商股份有限公司,16084687,台南巿第４７分公司,臺南市南區金華路一段27號1樓,1,0860614,1001214
1293,22555003,統一超商股份有限公司,16084693,高雄市第四四三分公司,高雄市阿蓮區中正路４０７號,1,0860614,1000617
1295,22555003,統一超商股份有限公司,16085010,新竹巿第３０分公司,新竹市文雅里十八鄰竹光路１２３號,1,0860619,1040716
1296,22555003,統一超商股份有限公司,16085026,新北市第二七二分公司,新北市中和區積穗里新生街48、50號1樓,1,0860619,1001220
1298,22555003,統一超商股份有限公司,16085102,高雄巿第１２１分公司,高雄市小港區港明里平和路156號1樓,1,0860619,1010103
1299,22555003,統一超商股份有限公司,16085237,台北市第３３１分公司,臺北市中山區林森北路262號1樓,1,0860619,1070911
1301,22555003,統一超商股份有限公司,16085258,台北市第３４６分公司,臺北市萬華區環河南路二段200號1樓,1,0860619,1070918
1303,22555003,統一超商股份有限公司,16085383,桃園縣第９７分公司,桃園市龍潭區烏樹林里中豐路３１７號１樓,1,0860620,1040715
1306,22555003,統一超商股份有限公司,16086165,屏東縣第１５分公司,屏東縣東港鎮延平路１０７號,1,0860703,0860703
1311,22555003,統一超商股份有限公司,16086762,台中巿第十七分公司,臺中市南屯區向上南路一段３２５號１樓,1,0860710,1010830
1312,22555003,統一超商股份有限公司,16086778,彰化縣第十二分公司,彰化縣員林市大同路1段238號1樓,1,0860710,0990722
1313,22555003,統一超商股份有限公司,16086783,台南巿第１０２分公司,臺南市中西區府前路一段１４４號１樓,1,0860710,0860710
1316,22555003,統一超商股份有限公司,16086926,台北巿第３４７分公司,臺北市中山區民權西路66號1樓,1,0860710,1070904
1319,22555003,統一超商股份有限公司,16087241,台北巿第三四九分公司,臺北市士林區福順里重慶北路4段149、151號1樓,1,0860715,0990812
1320,22555003,統一超商股份有限公司,16087256,桃園縣第９９分公司,桃園市中壢區普義路175、175-1號1樓,1,0860715,1001018
1321,22555003,統一超商股份有限公司,16087262,新竹巿第３１分公司,新竹市光明里十四鄰大學路五十八、六十號１樓,1,0860715,1040716
1322,22555003,統一超商股份有限公司,16087278,高雄巿第１５７分公司,高雄市前鎮區永豐路十四號,1,0860715,0860715
1325,22555003,統一超商股份有限公司,16087832,高雄巿第１５６分公司,高雄市意誠里三多四路九十三號,1,0860723,0860723
1327,22555003,統一超商股份有限公司,16088163,彰化縣第二十七分公司,彰化縣花壇鄉中山路二段1、3、5號1樓,1,0860729,1000111
1328,22555003,統一超商股份有限公司,16088179,台中巿第四十七分公司,臺中市西屯區大隆路五十六號１樓,1,0860729,1010830
1330,22555003,統一超商股份有限公司,16088190,彰化縣第二十三分公司,彰化縣田中鎮福安路１４４、１４６號１樓,1,0860729,1010831
1331,22555003,統一超商股份有限公司,16088488,台北縣第２７５分公司,新北市中和區興南路二段90號,1,0860801,1040713
1333,22555003,統一超商股份有限公司,16088500,高雄市第三八九分公司,高雄市大社區中山路２６１號,1,0860801,1000616
1334,22555003,統一超商股份有限公司,16088760,台北巿第３５０分公司,臺北市大安區和平東路二段118巷33號1樓,1,0860805,1070906
1340,22555003,統一超商股份有限公司,16089058,高雄市第四五九分公司,高雄市橋頭區白樹路五十三號,1,0860811,1000617
1342,22555003,統一超商股份有限公司,16089183,桃園縣第１００分公司,桃園市中壢區東興里新興路１６２號１樓,1,0860811,1040715
1343,22555003,統一超商股份有限公司,16089199,台北巿第３５１分公司,臺北市北投區明德路99號1樓,1,0860811,1070905
1344,22555003,統一超商股份有限公司,16089732,台北巿第３５２分公司,臺北市中山區復興北路164號1樓,1,0860820,1070905
1346,22555003,統一超商股份有限公司,16090175,台中縣第八十二分公司,臺中市龍井區忠和村中央路三段五十一號１樓,1,0860825,1010830
1349,22555003,統一超商股份有限公司,16090203,台中縣第八十五分公司,臺中市神岡區中山路７３６號１樓,1,0860825,1010830
1352,22555003,統一超商股份有限公司,16090463,台中縣第八０分公司,臺中市大里區大明路２３８號１樓,1,0860828,1010830
1354,22555003,統一超商股份有限公司,16090484,屏東縣第２７分公司,屏東縣屏東市潭墘里大同北路１號１樓、勝利路262之2號1樓,1,0860828,1000630
1355,22555003,統一超商股份有限公司,16090490,高雄巿第１５８分公司,高雄市三民區莊敬路２８９號,1,0860828,0860828
1358,22555003,統一超商股份有限公司,16090674,雲林縣第二十一分公司,雲林縣元長鄉中山路32、32-2號1樓,1,0860828,0990707
1359,22555003,統一超商股份有限公司,16090689,桃園縣第１０２分公司,桃園市桃園區莊敬里經國路242號1樓,1,0860828,1040713
1361,22555003,統一超商股份有限公司,16090724,彰化縣第三十一分公司,彰化縣彰化市南興里天祥路359號1樓,1,0860828,1000120
1364,22555003,統一超商股份有限公司,16090750,彰化縣第三十四分公司,彰化縣伸港鄉新港村中興路一段３５５號１樓,1,0860828,1010831
1365,22555003,統一超商股份有限公司,16091441,台北縣第２７８分公司,新北市中和區忠孝街103、103–1號1樓,1,0860903,1040713
1366,22555003,統一超商股份有限公司,16091456,高雄巿第１６０分公司,高雄市前鎮區竹內里賢明路３、５號１樓,1,0860903,0860903
1369,22555003,統一超商股份有限公司,16091630,台北縣第二八０分公司,新北市汐止區汐萬路2段62巷1１號1、2樓,1,0860905,1070906
1370,22555003,統一超商股份有限公司,16091646,桃園縣第１０４分公司,桃園市桃園區大興西路二段1號1樓,1,0860905,1040713
1375,22555003,統一超商股份有限公司,16091694,桃園縣第１０３分公司,桃園市平鎮區南勢里十四鄰中豐路南勢二段３７７、３７９、３,1,0860905,1040715
1376,22555003,統一超商股份有限公司,16091701,台中縣第八十六分公司,臺中市沙鹿區臺灣大道7段812號1樓,1,0860905,1020911
1377,22555003,統一超商股份有限公司,16091717,台南巿第１０３分公司,臺南市中西區大涼里中華西路二段三十六號１樓,1,0860905,0860905
1379,22555003,統一超商股份有限公司,16092336,台北巿第３５４分公司,臺北市文山區景中街45號1樓,1,0860912,1070906
1380,22555003,統一超商股份有限公司,16092342,台北縣第２７９分公司,新北市三峽區永館里二十一鄰文化路１２２號１樓,1,0860912,1040713
1384,22555003,統一超商股份有限公司,16093573,新竹巿第３３分公司,新竹市北區光華里十鄰湳雅街四十六號１樓,1,0860925,1040716
1385,22555003,統一超商股份有限公司,16093588,高雄巿第１６５分公司,高雄市楠梓區加昌里四十鄰樂群路１５３、１５５號１樓,1,0860925,0860925
1391,22555003,統一超商股份有限公司,16094263,台中縣第八十七分公司,臺中市豐原區三豐路2段186、188號1樓,1,0861001,1060322
1392,22555003,統一超商股份有限公司,16094279,台南縣第５５分公司,臺南市六甲區六甲村二十二鄰中正路５５２號１樓,1,0861001,0861001
1394,22555003,統一超商股份有限公司,16094377,台北縣第２８２分公司,新北市汐止區中興路105號,1,0861003,1070906
1399,22555003,統一超商股份有限公司,16094496,台中縣第八十八分公司,臺中市烏日區中山路二段２８９號１樓,1,0861003,1010830
1400,22555003,統一超商股份有限公司,16094502,台南巿第１０６分公司,臺南市東區前鋒路16號1樓,1,0861003,0990226
1402,22555003,統一超商股份有限公司,16094778,新竹市第３４分公司,新竹市西大路６４２號,1,0861007,1040716
1403,22555003,統一超商股份有限公司,16094783,新竹縣第１７分公司,新竹縣湖口鄉孝勢村９鄰忠孝路二十、二十二號１樓,1,0861007,1040716
1405,22555003,統一超商股份有限公司,16094952,台北縣第２８５分公司,新北市中和區中和路380號1樓,1,0861008,1040713
1408,22555003,統一超商股份有限公司,16094989,屏東縣第３０分公司,屏東縣東港鎮興東里中正路一段２０６號１樓,1,0861008,0861008
1410,22555003,統一超商股份有限公司,16095116,高雄市第三七五分公司,高雄市林園區鳳芸二路57號1樓 / 鳳芸路3號1樓,1,0861009,1000610
1411,22555003,統一超商股份有限公司,16095122,高雄市第三三七分公司,高雄市鳳山區忠義里中山西路396、398、400號1樓,1,0861009,1020118
1413,22555003,統一超商股份有限公司,16095447,台中巿第一二四分公司,臺中市北屯區昌平路二段四十五之８、四十五之９號１樓,1,0861014,1010831
1415,22555003,統一超商股份有限公司,16095468,新竹巿第３５分公司,新竹市西門里３鄰中山路１００號１樓,1,0861014,1040716
1416,22555003,統一超商股份有限公司,16095474,雲林縣第２２分公司,雲林縣麥寮鄉麥津村中山路１９６號１樓,1,0861014,0861014
1418,22555003,統一超商股份有限公司,16096635,台中縣第九十分公司,臺中市太平區精美路１、１–１號１樓,1,0861027,1010830
1420,22555003,統一超商股份有限公司,16096733,台北縣第２８９分公司,新北市泰山區泰林路二段５１５、５１７號１樓,1,0861028,1040713
1425,22555003,統一超商股份有限公司,16096781,台北縣第二八七分公司,新北市新莊區西盛街325、327號1樓,1,0861028,0980313
1426,22555003,統一超商股份有限公司,16097796,台北巿第３５６分公司,臺北市士林區士東路48號1樓,1,0861110,1070906
1428,22555003,統一超商股份有限公司,16097971,台北巿第３５８分公司,臺北市大安區大安路二段102號1樓,1,0861111,1070905
1429,22555003,統一超商股份有限公司,16097986,台北巿第３５９分公司,臺北市士林區德行東路262號1樓,1,0861111,0990820
1431,22555003,統一超商股份有限公司,16098182,基隆市第２１分公司,基隆市中正區祥豐街339號1樓,1,0861114,1070906
1432,22555003,統一超商股份有限公司,16098198,新竹縣第１８分公司,新竹縣竹北市新社里中正西路132、134號,1,0861114,1090603
1436,22555003,統一超商股份有限公司,16098367,台東縣第四分公司,臺東縣卑南鄉明峰村忠孝路164、166、168號1樓,1,0861115,1000401
1438,22555003,統一超商股份有限公司,16098514,宜蘭縣第１３分公司,宜蘭縣羅東鎮興東南路188號1樓,1,0861118,1070906
1439,22555003,統一超商股份有限公司,16098520,台北巿第３６０分公司,臺北市大安區東豐街9號1樓,1,0861118,1070906
1440,22555003,統一超商股份有限公司,16098535,台北縣第２９１分公司,新北市汐止區忠孝東路2821１樓,1,0861118,1070906
1441,22555003,統一超商股份有限公司,16098599,台北縣第２９２分公司,新北市蘆洲區保新里４鄰三民路２３０號１樓,1,0861118,1040713
1442,22555003,統一超商股份有限公司,16098606,新竹巿第３７分公司,新竹市建功里建功路６號１樓,1,0861118,1040716
1443,22555003,統一超商股份有限公司,16098612,雲林縣第２３分公司,雲林縣四湖鄉四湖村中山東路１１３號１樓,1,0861118,0861118
1444,22555003,統一超商股份有限公司,16098900,花蓮縣第１分公司,花蓮縣花蓮市中正路383、385號1樓：花蓮縣花蓮市和平路376樓1號,1,0861120,1080718
1445,22555003,統一超商股份有限公司,16098916,花蓮縣第２分公司,花蓮縣吉安鄉中華路二段5號1樓,1,0861120,1070906
1448,22555003,統一超商股份有限公司,16099339,台東縣第５分公司,臺東縣臺東市正氣北路３８９號１樓,1,0861122,0861122
1450,22555003,統一超商股份有限公司,16099350,雲林縣第２４分公司,雲林縣水林鄉水南村水林路１５７、１５９號１樓,1,0861122,0861122
1451,22555003,統一超商股份有限公司,16431223,桃園縣第１０６分公司,桃園市龜山區文明路43號,1,0861201,1040713
1452,22555003,統一超商股份有限公司,16431238,南投縣第十七分公司,南投縣埔里鎮大湳里中山路1段423號1樓,1,0861201,1010830
1453,22555003,統一超商股份有限公司,16431244,彰化縣第三十七分公司,彰化縣員林市中正路七十五號１樓,1,0861201,1010831
1455,22555003,統一超商股份有限公司,16431933,高雄市第三三八分公司,高雄市鳳山區埤頂里建國路一段79號1樓 / 埤頂里建國路一段53巷2弄10號1樓,1,0861209,1000215
1457,22555003,統一超商股份有限公司,16432519,新竹巿第３８分公司,新竹市文華里６鄰北大路三十八號１樓,1,0861210,1040716
1459,22555003,統一超商股份有限公司,16432692,新北市第二九四分公司,新北市新莊區福基里十七鄰五工二路89、91號1樓,1,0861212,1011016
1460,22555003,統一超商股份有限公司,16432709,桃園縣第１０７分公司,桃園市新屋區新生里十二鄰中山路３６７、３６９、３７１號１,1,0861212,1040715
1461,22555003,統一超商股份有限公司,16432715,桃園縣第１０８分公司,桃園市中壢區興仁路2段57號1樓,1,0861212,0981103
1463,22555003,統一超商股份有限公司,16432911,台北巿第３６１分公司,臺北市大安區建國南路一段274號1樓,1,0861215,1070905
1464,22555003,統一超商股份有限公司,16432927,台北巿第三六二分公司,臺北市中正區永昌里21鄰中華路2段405、407號1樓,1,0861215,1000530
1465,22555003,統一超商股份有限公司,16432932,嘉義巿第３０分公司,嘉義市西區大溪里北港路597號1樓,1,0861215,1001018
1470,22555003,統一超商股份有限公司,16433067,高雄市第三六八分公司,高雄市鳥松區大智路5、7號1樓,1,0861217,1000419
1471,22555003,統一超商股份有限公司,16433355,宜蘭縣第十四分公司,宜蘭縣礁溪鄉礁溪路四段85、87號1樓,1,0861220,1001228
1472,22555003,統一超商股份有限公司,16433361,花蓮縣第５分公司,花蓮縣吉安鄉慶豐村24鄰中山路三段423號1樓,1,0861220,1070906
1478,22555003,統一超商股份有限公司,16433897,台南縣第５９分公司,臺南市學甲區慈生里１鄰中正路２９８號１樓,1,0861226,0861226
1480,22555003,統一超商股份有限公司,16434586,屏東縣第３３分公司,屏東縣車城鄉中山路74、76號1樓,1,0861231,1020813
1481,22555003,統一超商股份有限公司,16434592,台北縣第２９６分公司,新北市永和區中和路417、419號1樓,1,0861231,1040713
1482,22555003,統一超商股份有限公司,16434811,台北縣第三○○分公司,新北市三重區自強路4段102、104號1樓,1,0870102,0991224
1485,22555003,統一超商股份有限公司,16434848,台中巿第一二八分公司,臺中市北區太原路一段４９２號地下第１層１樓、忠明八街１號,1,0870102,1010831
1487,22555003,統一超商股份有限公司,16434919,台南縣第６１分公司,臺南市仁德區中正路二段１０５２號,1,0870103,0870103
1488,22555003,統一超商股份有限公司,16434925,高雄市第四六三分公司,高雄市茄萣區白雲村茄萣路二段四０三號一樓,1,0870103,1000617
1490,22555003,統一超商股份有限公司,16434946,高雄市第三五七分公司,高雄市大寮區自由路１、１–１號１樓,1,0870103,1000316
1494,22555003,統一超商股份有限公司,16435558,台北巿第３６４分公司,臺北市中山區長春路67號1樓,1,0870112,1070906
1495,22555003,統一超商股份有限公司,16436156,台北縣第３０２分公司,新北市汐止區茄苳里茄苳路196號1樓,1,0870119,1070906
1497,22555003,統一超商股份有限公司,16436331,基隆市第２２分公司,基隆市安樂區基金三路80、80-1號1樓,1,0870122,1070906
1498,22555003,統一超商股份有限公司,16436347,台北縣第３０１分公司,新北市三重區福德里成功路１０６、１０６–２號１樓,1,0870122,1040713
1499,22555003,統一超商股份有限公司,16436352,台北巿第３６５分公司,臺北市信義區大仁里8鄰林口街48號,1,0870122,1070906
1500,22555003,統一超商股份有限公司,16436509,台北巿第３６６分公司,臺北市北投區振興街31號1樓,1,0870202,1070905
1504,22555003,統一超商股份有限公司,16436711,台北巿第３６７分公司,臺北市北投區公館路31號1樓,1,0870202,1070906
1509,22555003,統一超商股份有限公司,16437562,台南縣第六十三分公司,臺南市關廟區南花村中正路８８１號１樓,1,0870213,0940929
1511,22555003,統一超商股份有限公司,16437752,宜蘭縣第１５分公司,宜蘭縣宜蘭市泰山路212號,1,0870213,1070905
1513,22555003,統一超商股份有限公司,16437774,屏東縣第三十四分公司,屏東縣恆春鎮城南里中正路67號1樓,1,0870213,1000120
1515,22555003,統一超商股份有限公司,16437850,台北縣第３０５分公司,新北市中和區民享街38、38-1號1樓,1,0870216,1040713
1518,22555003,統一超商股份有限公司,16437922,台中市第一二九分公司,臺中市北屯區東山路一段２１２號１樓,1,0870216,1010831
1520,22555003,統一超商股份有限公司,16438210,基隆巿第二十四分公司,基隆市中山區復興路193、195、197號1樓,1,0870219,1000113
1522,22555003,統一超商股份有限公司,16438437,台北巿第３６９分公司,臺北市信義區新仁里24鄰東興路57號1樓,1,0870220,1070905
1523,22555003,統一超商股份有限公司,16438443,基隆巿第２５分公司,基隆市仁愛區仁五路63號1樓,1,0870220,1070906
1525,22555003,統一超商股份有限公司,16438823,屏東縣第３５分公司,屏東縣潮州鎮新生里中正路1號1樓,1,0870225,1000701
1526,22555003,統一超商股份有限公司,16438838,屏東縣第３６分公司,屏東縣林邊鄉中山路312號1樓,1,0870225,1080716
1530,22555003,統一超商股份有限公司,16439251,台中巿第一三０分公司,臺中市北屯區昌平路2段11之1號,1,0870303,1100119
1532,22555003,統一超商股份有限公司,16439273,台南巿第１０８分公司,臺南市北區國姓里西門路四段２號１樓,1,0870303,0870303
1534,22555003,統一超商股份有限公司,16439371,基隆市第二十六分公司,基隆市仁愛區成功一路115、117號1樓,1,0870304,1070906
1536,22555003,統一超商股份有限公司,16439392,台北縣第３０７分公司,新北市樹林區中華路１２０號１樓,1,0870304,1040713
1540,22555003,統一超商股份有限公司,16439750,屏東縣第３７分公司,屏東縣屏東市瑞光里香楊巷59-12號1樓,1,0870310,1080716
1544,22555003,統一超商股份有限公司,16440074,台北縣第三０八分公司,新北市深坑區文化街82號1樓,1,0870312,1070906
1545,22555003,統一超商股份有限公司,16440089,台北縣第３０９分公司,新北市新店區民權路96號,1,0870312,1070906
1548,22555003,統一超商股份有限公司,16440172,新竹巿第４０分公司,新竹市延平路一段２５２號１樓,1,0870316,1040716
1549,22555003,統一超商股份有限公司,16440187,新竹巿第三十九分公司,新竹市科學園路45號1樓,1,0870316,1001025
1550,22555003,統一超商股份有限公司,16440193,新北市第三一０分公司,新北市中和區景安路100、102、104號1樓,1,0870316,1020503
1552,22555003,統一超商股份有限公司,16440497,苗栗縣第１６分公司,苗栗縣三義鄉廣盛村二十鄰中正路１１８號１樓,1,0870316,1040716
1553,22555003,統一超商股份有限公司,16440503,台中巿第１３２分公司,臺中市西屯區西屯路二段256巷8、10號1樓,1,0870316,1000622
1554,22555003,統一超商股份有限公司,16440927,雲林縣第２５分公司,雲林縣東勢鄉東南村十鄰東勢東路八十四號１樓,1,0870319,0870319
1555,22555003,統一超商股份有限公司,16440932,台南縣第６６分公司,臺南市永康區埔園里中山路九十號１樓,1,0870319,0870319
1558,22555003,統一超商股份有限公司,16441186,新北市第三一一分公司,新北市土城區學府路一段28號1樓,1,0870323,1000110
1559,22555003,統一超商股份有限公司,16441192,桃園縣第１１６分公司,桃園市桃園區經國路405號1樓,1,0870323,1040713
1560,22555003,統一超商股份有限公司,16441377,桃園縣第１１７分公司,桃園市大園區大觀路604、606號,1,0870324,1040713
1563,22555003,統一超商股份有限公司,16441735,台北縣第３１６分公司,新北市新店區安成街29、35號,1,0870327,1070906
1568,22555003,統一超商股份有限公司,16442143,台北縣第３１３分公司,新北市板橋區南雅南路一段8–2號1樓,1,0870402,1040713
1571,22555003,統一超商股份有限公司,16442170,台南縣第６８分公司,臺南市新市區永就村中華路五十三巷９號１樓,1,0870402,0870402
1573,22555003,統一超商股份有限公司,16442241,桃園縣第一一九分公司,桃園市大園區菓林里三民路2段110、112、114號1樓,1,0870403,1001108
1574,22555003,統一超商股份有限公司,16442559,台北巿第３７１分公司,臺北市南港區興華路117、119、121、123、125號1樓,1,0870403,1000823
1578,22555003,統一超商股份有限公司,16442946,高雄巿第１７３分公司,高雄市三民區寶龍里正興路３號１樓,1,0870409,1080716
1581,22555003,統一超商股份有限公司,16443059,高雄巿第１７４分公司,高雄市苓雅區安祥里六合路六十號１樓,1,0870409,1080716
1583,22555003,統一超商股份有限公司,16443071,台北縣第３１９分公司,新北市新店區安民街72號,1,0870409,1070906
1584,22555003,統一超商股份有限公司,16443086,桃園縣第一二一分公司,桃園市大園區竹圍里竹圍街45-3號1樓,1,0870409,1000804
1585,22555003,統一超商股份有限公司,16443092,桃園縣第１２０分公司,桃園市龍潭區中正路４７２、４７４號,1,0870409,1040715
1586,22555003,統一超商股份有限公司,16443157,台北巿第３７２分公司,臺北市南港區忠孝東路六段276號,1,0870410,1070906
1588,22555003,統一超商股份有限公司,16443179,雲林縣第２６分公司,雲林縣斗南鎮大同路135號1樓,1,0870410,0990507
1590,22555003,統一超商股份有限公司,16443375,新北市第三二０分公司,新北市新店區安和里安民街335、337、339號1樓,1,0870414,1020924
1591,22555003,統一超商股份有限公司,16443380,台中巿第一三三分公司,臺中市西屯區黎明路2段1010號1樓,1,0870414,1081225
1594,22555003,統一超商股份有限公司,16443950,台南縣第６９分公司,臺南市歸仁區看東村一鄰中山路一段301號1樓,1,0870423,0980908
1595,22555003,統一超商股份有限公司,16444563,花蓮縣第９分公司,花蓮縣吉安鄉吉安村中山路三段２號,1,0870424,1070906
1597,22555003,統一超商股份有限公司,16444584,台中巿第一三五分公司,臺中市東區十甲路３９７號１樓,1,0870424,1010831
1602,22555003,統一超商股份有限公司,16444705,高雄巿第１７分公司,高雄市苓雅區五福里建國一路２０８號,1,0870424,1080716
1603,22555003,統一超商股份有限公司,16444711,屏東縣第三十九分公司,屏東縣萬丹鄉萬全村萬丹路1段366、368號1樓,1,0870424,0990401
1604,22555003,統一超商股份有限公司,16444769,台北縣第３２２分公司,新北市永和區秀林里永元路93號1樓,1,0870427,1040713
1605,22555003,統一超商股份有限公司,16444775,新北市第三二一分公司,新北市五股區工商路150、152號1樓,1,0870427,1000907
1606,22555003,統一超商股份有限公司,16444780,桃園縣第一二二分公司,桃園市中壢區吉林二路83巷30、32、34號1樓,1,0870427,0991220
1609,22555003,統一超商股份有限公司,16445346,嘉義縣第１４分公司,嘉義縣民雄鄉西安村二十二鄰西安路37、39號1樓,1,0870430,1000802
1610,22555003,統一超商股份有限公司,16445351,屏東縣第４０分公司,屏東縣高樹鄉長榮村興中路193、195號1樓,1,0870430,1020118
1611,22555003,統一超商股份有限公司,16445710,台北縣第３２４分公司,新北市樹林區復興路１號,1,0870504,1040713
1613,22555003,統一超商股份有限公司,16445731,屏東縣第４１分公司,屏東縣屏東市復興路258號、建國路3號1樓,1,0870504,1080321
1614,22555003,統一超商股份有限公司,16446366,桃園縣第１２３分公司,桃園市桃園區中正路455號1樓,1,0870511,1040713
1615,22555003,統一超商股份有限公司,16446372,桃園縣第１２４分公司,桃園市龍潭區民族路168、170、172號1樓,1,0870511,0991001
1616,22555003,統一超商股份有限公司,16446387,新竹縣第２０分公司,新竹縣竹東鎮中豐路二段２４５號１樓,1,0870511,1040716
1621,22555003,統一超商股份有限公司,16446561,台北縣第３２５分公司,新北市中和區民德路126、126–1號,1,0870512,1040713
1622,22555003,統一超商股份有限公司,16446817,台北縣第３２６分公司,新北市蘆洲區中正路２６１號１樓,1,0870514,1040713
